price,sold,Free_Shipping,Paid_Shipping
23.43,1,1,0.0
235.34,0,1,0.0
215.68,1,1,0.0
38.59,15,1,0.0
199.97,3,1,0.0
71.75,0,1,0.0
82.82,15,1,0.0
106.15,2,1,0.0
141.05,2,1,0.0
468.71,0,1,0.0
173.25,0,1,0.0
12.79,1,1,0.0
55.57,1,1,0.0
366.32,9,1,0.0
251.55,0,1,0.0
63.81,6,1,0.0
114.08,3,1,0.0
96.37,22,1,0.0
112.95,1,1,0.0
86.45,8,1,0.0
50.61,2,1,0.0
10.67,15,1,0.0
139.52,1,1,0.0
245.57,7,1,0.0
178.92,5,1,0.0
33.11,2,1,0.0
12.28,10000,1,0.0
51.06,2,0,1.0
93.85,27,1,0.0
242.21,2,1,0.0
89.17,0,1,0.0
82.72,8,1,0.0
152.5,2,1,0.0
54.35,7,1,0.0
66.68,900,1,0.0
175.57,8,1,0.0
52.77,0,1,0.0
26.46,9,1,0.0
229.7,0,1,0.0
13.64,2000,1,0.0
73.35,8,1,0.0
44.75,0,1,0.0
29.45,4,1,0.0
177.45,1,1,0.0
83.9,16,1,0.0
4.82,17,1,0.0
357.4,1,1,0.0
159.57,3,1,0.0
253.22,0,1,0.0
67.96,0,1,0.0
175.63,0,1,0.0
67.38,2,1,0.0
15.69,6,1,0.0
61.65,0,1,0.0
38.07,6,1,0.0
133.15,1,1,0.0
102.97,2,1,0.0
349.06,20,1,0.0
125.35,0,1,0.0
228.06,2,1,0.0
34.0,11,1,0.0
152.46,1,1,0.0
214.69,0,1,0.0
89.4,2,1,0.0
29.0,1,0,170.31
9.07,2,1,0.0
30.78,6,1,0.0
174.09,1,1,0.0
62.75,2,1,0.0
181.88,5,1,0.0
117.79,13,1,0.0
31.51,1,1,0.0
7.92,0,1,0.0
188.7,1,1,0.0
41.57,3,1,0.0
155.43,3,1,0.0
112.72,35,1,0.0
85.85,28,1,0.0
128.0,6,1,0.0
39.3,2,1,0.0
41.18,14,1,0.0
236.7,12,1,0.0
58.93,5,1,0.0
128.12,2,1,0.0
129.32,7,1,0.0
150.81,6,1,0.0
173.29,6,1,0.0
10.79,10,1,0.0
34.22,288,1,0.0
143.53,1,1,0.0
71.15,7,1,0.0
58.45,7,1,0.0
169.62,9,1,0.0
226.97,14,1,0.0
112.56,8,1,0.0
70.12,6,1,0.0
12.61,50,1,0.0
76.01,9,1,0.0
61.88,9,1,0.0
154.37,4,1,0.0
64.09,27,1,0.0
26.3,10,0,88.26
7.09,1,0,23.49
22.49,35,1,0.0
132.87,0,1,0.0
118.17,11,1,0.0
121.82,16,1,0.0
178.33,0,1,0.0
841.14,1,1,0.0
55.21,1,1,0.0
44.27,13,1,0.0
175.25,4,1,0.0
18.01,0,1,0.0
0.99,43,1,0.0
64.78,2,1,0.0
197.9,18,1,0.0
117.79,10,1,0.0
53.74,6,1,0.0
72.49,8,1,0.0
34.94,5,1,0.0
172.7,4,1,0.0
145.7,5,1,0.0
288.77,1,1,0.0
144.09,9,1,0.0
4.15,1,0,30.44
141.96,2,1,0.0
30.27,4,1,0.0
191.89,1,1,0.0
390.07,4,1,0.0
69.35,2,1,0.0
93.06,5,1,0.0
96.39,8,1,0.0
35.12,3,1,0.0
94.38,1,1,0.0
35.41,2,1,0.0
136.36,0,1,0.0
37.51,9,1,0.0
376.4,5,1,0.0
18.69,197,1,0.0
248.78,4,1,0.0
56.94,4,1,0.0
146.8,1,1,0.0
91.65,1,1,0.0
173.16,1,1,0.0
66.85,10,1,0.0
51.4,20,1,0.0
530.46,3,1,0.0
37.6,3,1,0.0
3.94,2,0,14.97
255.02,5,1,0.0
240.05,1,1,0.0
67.81,4,1,0.0
168.62,0,1,0.0
216.55,0,1,0.0
143.04,4,1,0.0
36.65,4,1,0.0
111.05,1,1,0.0
28.28,1,1,0.0
8.18,2,1,0.0
108.14,1,1,0.0
136.24,15,1,0.0
104.85,185,1,0.0
439.93,1,1,0.0
95.06,3,1,0.0
36.07,0,1,0.0
24.96,1,1,0.0
7.64,9,0,75.99
318.16,14,1,0.0
68.34,16,1,0.0
150.5,0,1,0.0
153.68,1,1,0.0
133.89,12,1,0.0
2.84,2,0,14.91
274.81,4,1,0.0
14.17,23,0,18.81
229.12,0,1,0.0
229.61,2,1,0.0
36.73,0,1,0.0
190.47,8,1,0.0
47.85,35,1,0.0
170.6,7,1,0.0
301.7,2,1,0.0
46.25,1,1,0.0
1197.77,0,1,0.0
32.31,22,1,0.0
59.68,3,1,0.0
35.92,4,1,0.0
498.93,0,1,0.0
166.59,1,1,0.0
335.12,7,1,0.0
40.78,26,1,0.0
169.97,1,1,0.0
8.04,1000,1,0.0
159.66,3,1,0.0
13.99,10,1,0.0
140.85,1,1,0.0
7.27,65,1,0.0
102.02,1,1,0.0
30.84,3,1,0.0
236.87,84,1,0.0
35.98,13,1,0.0
105.02,4,1,0.0
70.42,38,1,0.0
8.62,2,1,0.0
52.12,1,1,0.0
350.1,6,1,0.0
122.32,2,1,0.0
199.58,0,1,0.0
208.28,1,1,0.0
54.71,6,1,0.0
270.49,3,1,0.0
141.96,0,1,0.0
7.37,150,1,0.0
28.66,10,0,69.95
110.34,2,1,0.0
231.39,9,1,0.0
95.79,23,1,0.0
74.04,68,1,0.0
145.6,0,1,0.0
66.46,12,1,0.0
243.74,3,1,0.0
73.27,2,1,0.0
133.18,7,1,0.0
104.33,3,1,0.0
176.52,1,1,0.0
7.47,10,1,0.0
161.11,9,1,0.0
1425.97,0,1,0.0
1.27,9,1,0.0
42.87,9,1,0.0
217.42,1,1,0.0
369.91,2,1,0.0
68.16,27,1,0.0
29.12,36,1,0.0
46.8,1,1,0.0
34.85,2,1,0.0
213.1,3,1,0.0
61.95,4,1,0.0
63.98,2,1,0.0
160.03,3,1,0.0
37.09,10,1,0.0
21.05,1,1,0.0
121.28,2,1,0.0
563.48,22,1,0.0
62.24,33,0,21.07
48.82,2,1,0.0
36.65,5,1,0.0
219.89,4,1,0.0
246.25,8,1,0.0
52.07,2,1,0.0
75.33,1,1,0.0
119.11,5,1,0.0
129.1,5,1,0.0
160.69,7,1,0.0
6.64,2,1,0.0
142.84,0,1,0.0
177.48,12,1,0.0
1.34,9,1,0.0
33.66,6,1,0.0
204.31,7,1,0.0
5.49,64,1,0.0
27.08,15,0,2.91
165.67,6,1,0.0
81.41,8,1,0.0
36.33,8,1,0.0
90.0,1,1,0.0
47.9,3,1,0.0
190.14,3,1,0.0
99.09,9,1,0.0
54.99,11,0,373.41
65.58,4,1,0.0
166.31,6,1,0.0
119.0,2,1,0.0
212.13,2,1,0.0
264.01,1,1,0.0
65.81,21,1,0.0
89.84,2,1,0.0
100.69,1,1,0.0
166.59,3,1,0.0
134.55,7,1,0.0
44.62,4,1,0.0
410.38,2,1,0.0
281.82,4,1,0.0
26.5,63,1,0.0
248.97,1,1,0.0
134.04,1,1,0.0
32.19,0,1,0.0
13.94,14,0,94.92
15.0,37,0,34.4
156.99,2,1,0.0
546.01,4,1,0.0
190.42,0,1,0.0
217.42,2,1,0.0
110.32,2,1,0.0
149.29,5,1,0.0
55.98,17,1,0.0
6.01,16,1,0.0
187.97,5,1,0.0
320.51,8,1,0.0
152.7,354,1,0.0
37.76,1,1,0.0
23.4,18,1,0.0
14.27,13,0,1.0
41.14,3,1,0.0
88.44,16,1,0.0
87.29,3,1,0.0
113.18,5,1,0.0
467.23,3,1,0.0
19.55,1,1,0.0
39.78,1,1,0.0
31.95,85,1,0.0
160.59,2,1,0.0
124.06,1,1,0.0
65.43,2,1,0.0
96.77,4,1,0.0
200.1,7,1,0.0
211.08,8,1,0.0
259.04,5,1,0.0
55.46,17,1,0.0
170.02,2,1,0.0
152.45,10,1,0.0
41.83,1,1,0.0
33.37,1,1,0.0
38.2,4,1,0.0
86.29,2,1,0.0
4.62,24,1,0.0
49.47,13,1,0.0
122.11,1,1,0.0
103.8,5,1,0.0
190.43,7,1,0.0
74.93,16,1,0.0
64.51,13,1,0.0
173.09,10,1,0.0
26.04,2,1,0.0
124.89,1,1,0.0
183.29,1,1,0.0
172.78,6,1,0.0
161.3,2,1,0.0
365.59,1,1,0.0
118.6,2,1,0.0
213.98,6,1,0.0
183.11,1,1,0.0
62.93,1,1,0.0
66.09,24,1,0.0
128.7,8,1,0.0
44.01,25,1,0.0
78.15,26,1,0.0
54.99,3,1,0.0
128.12,2,1,0.0
101.44,5,1,0.0
51.27,6,0,86.33
224.99,1,1,0.0
21.08,1,1,0.0
55.47,9,1,0.0
193.48,2,1,0.0
143.35,47,1,0.0
100.0,1,1,0.0
66.77,0,1,0.0
97.49,11,1,0.0
93.18,13,1,0.0
216.31,25,1,0.0
34.35,14,1,0.0
214.55,2,1,0.0
159.46,3,1,0.0
89.16,4,1,0.0
265.09,11,1,0.0
201.0,4,1,0.0
51.82,3,1,0.0
113.48,2,1,0.0
71.42,4,1,0.0
42.37,15,0,74.22
210.04,14,1,0.0
78.41,1,1,0.0
145.07,2,1,0.0
109.1,15,1,0.0
214.67,5,1,0.0
70.13,2,1,0.0
101.44,9,1,0.0
81.17,1,1,0.0
44.01,31,1,0.0
161.06,5,1,0.0
204.15,2,1,0.0
195.51,1,1,0.0
155.37,1,1,0.0
193.12,1,1,0.0
53.38,32,1,0.0
79.24,210,1,0.0
45.04,1,1,0.0
188.24,3,1,0.0
3.62,4,0,21.65
0.99,85,1,0.0
202.6,1,1,0.0
129.92,3,1,0.0
116.83,1,1,0.0
649.92,4,1,0.0
44.18,2,1,0.0
1.68,5,1,0.0
32.97,51,1,0.0
14.14,14,1,0.0
5.58,132,1,0.0
36.88,26,0,63.08
167.6,2,1,0.0
42.82,0,1,0.0
446.83,27,1,0.0
207.6,7,1,0.0
35.58,1,1,0.0
227.71,10,1,0.0
9.78,5,1,0.0
21.94,3000,1,0.0
7.9,10,0,5.86
154.9,6,1,0.0
8.34,1,1,0.0
82.31,0,1,0.0
4.76,3,1,0.0
136.65,12,1,0.0
141.28,0,1,0.0
153.66,1,1,0.0
81.19,39,1,0.0
73.06,26,1,0.0
157.35,1,1,0.0
81.4,1,1,0.0
77.39,5,1,0.0
60.33,2,1,0.0
144.16,6,1,0.0
37.56,3,1,0.0
103.66,4,1,0.0
1.87,7,1,0.0
326.51,3,1,0.0
26.46,4,1,0.0
234.32,18,1,0.0
133.4,3,1,0.0
93.36,12,1,0.0
122.58,1,1,0.0
148.73,8,1,0.0
140.02,8,1,0.0
106.92,1,1,0.0
38.65,1,1,0.0
59.51,15,1,0.0
121.45,5,1,0.0
80.48,3,1,0.0
345.76,31,1,0.0
47.46,3,1,0.0
15.56,22,1,0.0
26.41,7,1,0.0
91.82,13,0,112.1
2.31,8,1,0.0
5.89,12,1,0.0
30.7,1,0,322.02
30.11,11,1,0.0
107.89,1,1,0.0
64.32,0,1,0.0
71.02,5,1,0.0
21.5,6,1,0.0
84.5,3,1,0.0
29.34,93,1,0.0
227.77,1,1,0.0
152.76,13,1,0.0
88.61,19,1,0.0
3.38,16,0,7.38
31.26,112,1,0.0
219.89,1,1,0.0
84.81,5,1,0.0
296.2,3,1,0.0
198.25,4,1,0.0
318.37,4,1,0.0
11.71,6,1,0.0
30.82,1,1,0.0
47.52,8,1,0.0
33.8,14,1,0.0
171.84,3,1,0.0
59.24,5,1,0.0
179.38,11,1,0.0
163.92,2,1,0.0
71.08,4,1,0.0
64.56,18,1,0.0
467.98,2,1,0.0
210.24,4,1,0.0
18.24,2,1,0.0
176.79,3,1,0.0
89.59,11,1,0.0
37.24,10,1,0.0
65.64,5,1,0.0
23.76,2,1,0.0
26.18,15,0,85.45
11.3,10,0,5.09
165.09,20,1,0.0
273.05,1,1,0.0
34.22,41,1,0.0
41.36,3,1,0.0
50.45,25,1,0.0
388.04,4,1,0.0
136.21,3,1,0.0
647.03,24,1,0.0
83.6,13,1,0.0
58.09,2,1,0.0
196.44,10,1,0.0
52.33,1,1,0.0
112.51,2,1,0.0
159.18,9,1,0.0
6.08,3,1,0.0
89.61,4,1,0.0
102.14,2,1,0.0
5.43,38,1,0.0
91.83,2,1,0.0
39.55,1,1,0.0
66.04,20,0,30.86
78.85,16,1,0.0
136.18,6,1,0.0
244.72,7,1,0.0
68.59,2,1,0.0
3.79,43,1,0.0
40.6,10,1,0.0
104.68,2,1,0.0
0.99,32,1,0.0
37.41,11,1,0.0
21.19,42,0,140.27
28.38,36,1,0.0
37.69,34,0,60.41
64.68,1,1,0.0
267.44,10,1,0.0
10.45,31,1,0.0
115.15,58,0,132.48
40.62,2,1,0.0
49.17,3,1,0.0
139.28,8,1,0.0
198.12,8,1,0.0
11.2,900,1,0.0
43.32,0,1,0.0
47.01,10,1,0.0
177.9,3,1,0.0
70.98,6,1,0.0
118.92,11,1,0.0
84.13,1,1,0.0
212.6,6,1,0.0
162.02,7,1,0.0
10.55,54,1,0.0
227.32,2,1,0.0
359.2,5,1,0.0
30.73,3,1,0.0
143.16,6,1,0.0
77.1,27,1,0.0
168.33,13,1,0.0
157.42,5,1,0.0
1.76,27,1,0.0
172.11,5,1,0.0
9.36,13,0,44.55
204.29,11,1,0.0
203.11,5,1,0.0
131.46,9,1,0.0
50.75,151,0,2.91
169.14,6,1,0.0
68.02,12,1,0.0
46.28,1,1,0.0
191.8,1,1,0.0
153.6,5,1,0.0
116.93,40,1,0.0
48.1,2,1,0.0
373.4,8,1,0.0
131.1,3,1,0.0
201.78,1,1,0.0
20.54,62,1,0.0
25.49,600,1,0.0
147.5,14,1,0.0
190.16,0,1,0.0
36.65,37,1,0.0
121.07,11,1,0.0
94.0,0,1,0.0
97.94,9,1,0.0
183.33,3,1,0.0
7.15,41,1,0.0
112.26,2,1,0.0
51.43,6,1,0.0
60.56,5,1,0.0
221.3,6,1,0.0
106.63,8,1,0.0
38.71,2,1,0.0
20.04,4,1,0.0
293.95,15,1,0.0
178.31,1,1,0.0
279.77,4,1,0.0
213.86,2,1,0.0
0.99,26,1,0.0
47.31,5,1,0.0
6.55,600,1,0.0
42.16,17,1,0.0
121.75,17,1,0.0
8.85,46,1,0.0
68.02,12,1,0.0
125.04,1,1,0.0
142.66,0,1,0.0
6.4,18,0,80.21
104.24,2,0,255.93
5.15,60,1,0.0
48.42,8,1,0.0
442.39,3,1,0.0
51.02,8,1,0.0
52.15,0,1,0.0
0.99,41,1,0.0
30.77,28,0,72.12
148.26,2,1,0.0
0.99,23,1,0.0
242.37,0,1,0.0
52.99,6,1,0.0
147.53,8,1,0.0
40.48,6,1,0.0
8.86,7,0,66.53
116.47,35,1,0.0
21.57,3,1,0.0
23.48,7,1,0.0
131.6,3,1,0.0
24.64,1,1,0.0
365.2,3,1,0.0
55.63,28,1,0.0
159.45,3,1,0.0
192.15,1,1,0.0
175.1,1,1,0.0
27.69,5,1,0.0
107.67,6,1,0.0
117.21,4,1,0.0
103.99,11,1,0.0
146.37,1,1,0.0
69.58,8,1,0.0
7.86,10,1,0.0
94.49,10,1,0.0
3.63,12,1,0.0
3.78,48,1,0.0
19.95,10,1,0.0
7.77,2,1,0.0
157.62,1,1,0.0
137.58,5,1,0.0
61.01,21,1,0.0
28.91,30,1,0.0
19.94,6,0,142.23
37.19,111,1,0.0
95.45,38,1,0.0
26.62,1,1,0.0
276.65,2,1,0.0
148.88,15,1,0.0
91.73,2,1,0.0
4.28,37,1,0.0
216.64,10,1,0.0
59.1,41,0,23.29
159.25,8,1,0.0
182.76,8,1,0.0
3.75,33,1,0.0
5.76,11,1,0.0
56.31,13,1,0.0
44.62,5,1,0.0
164.62,18,1,0.0
239.45,2,1,0.0
6.87,1,0,28.9
35.46,19,1,0.0
41.83,39,1,0.0
37.89,2,1,0.0
100.03,8,1,0.0
12.64,20,1,0.0
3.13,1,0,8.86
61.97,6,1,0.0
64.47,11,1,0.0
116.72,3,1,0.0
47.48,2,1,0.0
38.73,9,1,0.0
101.54,3,1,0.0
106.23,7,1,0.0
99.99,24,1,0.0
6.97,121,1,0.0
308.16,7,1,0.0
18.37,7,1,0.0
18.8,32,1,0.0
58.09,1,0,744.64
11.2,7,1,0.0
138.4,7,1,0.0
53.8,6,1,0.0
84.63,4,1,0.0
5.6,24,0,21.62
72.66,9,1,0.0
44.82,16,1,0.0
56.01,28,1,0.0
3.99,28,0,12.82
32.13,128,1,0.0
61.38,4,1,0.0
44.43,20,1,0.0
30.5,6,0,239.64
4.06,49,1,0.0
38.24,10,1,0.0
58.41,13,1,0.0
174.96,2,1,0.0
101.54,13,1,0.0
166.69,2,1,0.0
396.07,14,1,0.0
122.4,8,1,0.0
65.9,2,1,0.0
51.85,5,1,0.0
25.95,89,1,0.0
170.03,12,1,0.0
88.51,2,0,1.0
1.7,25,1,0.0
57.88,50,1,0.0
45.04,1,1,0.0
94.55,1,1,0.0
17.95,2,1,0.0
62.16,28,1,0.0
160.52,1,1,0.0
48.34,43,1,0.0
33.91,34,0,85.58
36.65,23,1,0.0
7.33,13,1,0.0
120.7,3,1,0.0
135.17,4,1,0.0
99.75,9,1,0.0
63.76,6,1,0.0
17.42,49,1,0.0
59.25,2,1,0.0
51.14,0,1,0.0
76.77,48,1,0.0
152.86,12,1,0.0
244.1,4,1,0.0
21.11,30,1,0.0
13.52,11,1,0.0
8.54,24,1,0.0
9.25,14,1,0.0
202.99,4,1,0.0
85.05,8,1,0.0
101.53,4,1,0.0
30.1,1,1,0.0
219.85,6,1,0.0
120.58,0,1,0.0
91.44,5,1,0.0
5.45,27,1,0.0
22.97,12,1,0.0
49.53,4,1,0.0
56.15,3,0,350.41
105.3,6,1,0.0
33.31,15,1,0.0
118.88,3,1,0.0
150.84,5,1,0.0
27.93,1,0,55.98
76.64,21,1,0.0
7.76,10,1,0.0
9.02,24,1,0.0
172.54,25,1,0.0
32.7,9,1,0.0
14.9,29,0,141.75
353.43,2,1,0.0
55.99,42,1,0.0
47.07,1,1,0.0
74.92,4,1,0.0
6.74,137,1,0.0
32.6,4,1,0.0
58.55,2,1,0.0
35.24,3,1,0.0
64.35,10,1,0.0
59.43,3,1,0.0
102.05,8,0,397.72
9.09,2,1,0.0
20.87,56,1,0.0
18.54,7,1,0.0
35.68,26,1,0.0
91.36,1,1,0.0
56.99,43,1,0.0
32.73,45,1,0.0
18.24,4,1,0.0
122.29,3,1,0.0
75.22,3,1,0.0
194.64,1,1,0.0
190.0,2,1,0.0
36.38,7,1,0.0
7.46,14,1,0.0
2.86,8,1,0.0
74.85,2,1,0.0
19.44,393,1,0.0
9.74,30,1,0.0
451.56,2,1,0.0
194.21,2,1,0.0
31.57,12,1,0.0
32.4,20,1,0.0
30.08,2,0,84.44
216.49,1,1,0.0
7.15,71,1,0.0
1.78,51,1,0.0
75.99,3,1,0.0
19.76,9,1,0.0
66.96,4,0,106.05
9.01,12,1,0.0
31.36,10,1,0.0
69.35,8,1,0.0
49.73,3,1,0.0
6.92,47,1,0.0
61.08,5,1,0.0
31.58,5,1,0.0
16.26,9,0,64.56
241.2,22,1,0.0
59.08,17,1,0.0
47.17,19,1,0.0
31.48,6,1,0.0
208.32,7,1,0.0
56.7,32,1,0.0
167.02,2,0,97.54
141.18,3,1,0.0
41.08,19,1,0.0
66.23,30,1,0.0
246.12,1,1,0.0
39.67,13,1,0.0
24.44,369,1,0.0
70.21,5,1,0.0
38.37,2,1,0.0
10.95,3,1,0.0
29.57,275,1,0.0
20.38,9,1,0.0
50.68,2,1,0.0
105.31,11,1,0.0
48.44,12,1,0.0
81.72,9,1,0.0
115.95,21,1,0.0
57.83,20,0,303.1
133.06,16,1,0.0
25.16,12,0,227.23
13.08,19,0,122.29
160.19,5,1,0.0
125.44,1,1,0.0
46.98,10,1,0.0
352.74,9,1,0.0
3.1,15,1,0.0
138.65,7,1,0.0
20.37,24,1,0.0
11.2,19,0,66.35
39.97,28,1,0.0
20.48,280,1,0.0
579.71,0,1,0.0
28.83,164,1,0.0
100.75,7,1,0.0
14.54,31,1,0.0
23.51,6,1,0.0
49.76,4,1,0.0
102.92,3,1,0.0
22.92,48,1,0.0
18.24,3,1,0.0
103.46,133,1,0.0
50.23,7,0,85.31
22.52,13,1,0.0
10.0,9,0,34.63
171.3,3,1,0.0
25.47,60,1,0.0
21.7,28,0,2.33
75.55,2,1,0.0
217.95,6,0,381.73
8.82,14,1,0.0
61.66,4,1,0.0
7.18,16,1,0.0
25.48,2,1,0.0
46.66,2,1,0.0
8.37,20,1,0.0
89.15,37,0,363.95
234.31,4,1,0.0
39.12,20,1,0.0
16.0,21,0,60.62
60.39,14,1,0.0
41.44,3,0,230.37
4.97,5,0,13.95
45.95,13,1,0.0
59.43,2,1,0.0
34.05,10,1,0.0
27.96,16,0,5.09
28.16,26,1,0.0
42.42,18,1,0.0
38.45,3,1,0.0
117.0,0,1,0.0
187.04,0,1,0.0
25.42,2,1,0.0
86.35,1,1,0.0
155.16,0,1,0.0
329.45,0,1,0.0
937.46,3,1,0.0
141.72,5,1,0.0
74.72,0,1,0.0
58.62,0,0,54.16
163.9,1,1,0.0
61.47,0,1,0.0
146.64,0,1,0.0
131.78,0,1,0.0
715.35,0,1,0.0
129.78,0,1,0.0
112.45,5,1,0.0
601.58,0,1,0.0
14.71,3,0,67.69
98.23,0,0,134.27
28.0,1,1,0.0
492.16,0,1,0.0
202.49,0,1,0.0
393.09,0,1,0.0
241.38,0,1,0.0
173.48,2,1,0.0
33.82,1,0,55.98
366.6,0,1,0.0
172.69,11,1,0.0
39.54,8,0,92.22
292.75,0,1,0.0
78.55,0,0,151.69
1001.17,3,1,0.0
203.11,0,1,0.0
58.75,0,1,0.0
99.71,11,1,0.0
123.66,0,1,0.0
166.5,2,1,0.0
181.65,3,1,0.0
143.51,1,1,0.0
188.75,2,1,0.0
146.88,2,1,0.0
248.13,2,1,0.0
155.26,1,1,0.0
92.74,3,1,0.0
474.39,0,1,0.0
99.86,1,1,0.0
613.66,2,1,0.0
172.81,0,1,0.0
13.83,7,1,0.0
25.48,57,1,0.0
232.83,5,1,0.0
391.61,5,1,0.0
459.6,1,1,0.0
121.15,1,1,0.0
207.55,0,1,0.0
12.04,11,0,41.93
101.32,1,1,0.0
4.26,0,0,78.61
192.8,0,1,0.0
75.67,14,1,0.0
9.37,4,0,75.99
88.02,1,1,0.0
144.44,0,0,171.49
448.79,1,1,0.0
121.32,2,1,0.0
149.39,3,1,0.0
398.47,0,1,0.0
118.0,1,1,0.0
228.05,0,1,0.0
456.8,0,1,0.0
101.66,2,1,0.0
53.8,0,0,92.22
432.76,1,1,0.0
196.16,3,1,0.0
104.83,0,1,0.0
130.63,0,1,0.0
386.76,6,1,0.0
159.38,3,1,0.0
146.17,3,1,0.0
39.04,0,1,0.0
50.77,1,1,0.0
140.09,1,1,0.0
298.9,0,1,0.0
306.57,5,1,0.0
353.01,1,1,0.0
555.46,0,1,0.0
325.83,4,1,0.0
105.16,2,1,0.0
228.18,0,1,0.0
99.48,0,1,0.0
